position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce
[-0.05813819  0.938277    0.2965274 ],[-0.04668796  0.01449502 -0.02076966],[0.27407363 0.75346405 1.21419633],[-0.14719299  0.16257353  0.07786397],[-0.0279064   0.45037298  0.14233365],[-0.22588271  0.05209251 -0.06347236],[0.27251942 1.04762407 1.19640227],[ 0. -0.  0.],[0.07739346 0.04487541 0.00198544],[0. 0. 0.],0.13375906644583974,0,1.6779066488724659,[0.11707389 0.10103185 0.07779813],[0.11659785 0.10392731 0.08407261],[0.09779892 0.07906204 0.05696364],0,[0 0 0],0,[0 0 0]
[-0.05430186  0.9404013   0.28454494],[-0.04499924  0.01689887 -0.02167034],[0.27396503 0.75534485 1.21476542],[-0.1480929   0.16291141  0.07743051],[-0.02606495  0.45139266  0.13658204],[-0.21877385  0.06431399 -0.06903801],[0.27284184 1.04781102 1.19641054],[ 0. -0.  0.],[0.07737941 0.04486726 0.00198508],[0. 0. 0.],0.13215486219507733,0,1.6788701054924158,[0.11536938 0.09942035 0.07642922],[0.11493728 0.10243119 0.08286397],[0.09654208 0.07831565 0.05677088],0,[0 0 0],0,[0 0 0]
[-0.04797602  0.9421637   0.2722968 ],[-0.04635376  0.02031207 -0.02173752],[0.27386908 0.75722918 1.21531001],[-0.14902     0.16331752  0.07699571],[-0.02302846  0.4522386   0.13070244],[-0.22641367  0.08024067 -0.06821843],[0.27316419 1.04799793 1.19641881],[ 0. -0.  0.],[0.07736536 0.04485911 0.00198472],[0. 0. 0.],0.13054298460634675,0,1.6797780491148047,[0.11367259 0.09782476 0.07509053],[0.1132852  0.10095875 0.08169517],[0.09528242 0.07755618 0.05659817],0,[0 0 0],0,[0 0 0]
[-0.03859138  0.9438318   0.2524264 ],[-0.04844272  0.0233016  -0.02150357],[0.27379189 0.75911684 1.21581487],[-0.14998886  0.16378341  0.07656557],[-0.01852383  0.45303929  0.12116463],[-0.23732478  0.09388654 -0.06537217],[0.27348649 1.04818481 1.19642708],[ 0. -0.  0.],[0.07735131 0.04485097 0.00198436],[0. 0. 0.],0.12892048164353156,0,1.6806283326020557,[0.11199094 0.09625748 0.0737914 ],[0.11164945 0.09952343 0.08058334],[0.0940102  0.07678731 0.05643151],0,[0 0 0],0,[0 0 0]
[-0.04175329  0.9441812   0.22035265],[-0.05175912  0.0199908  -0.01810694],[0.27370839 0.76100521 1.21625557],[-0.15102396  0.16418311  0.07620332],[-0.02004164  0.45320699  0.1057697 ],[-0.25169549  0.07694539 -0.04638636],[0.27380873 1.04837166 1.19643534],[ 0. -0.  0.],[0.07733726 0.04484282 0.001984  ],[0. 0. 0.],0.12728336650317595,0,1.6814737905768544,[0.11034148 0.09474779 0.07257585],[0.11004643 0.098148   0.07955606],[0.09271215 0.07599005 0.05624581],0,[0 0 0],0,[0 0 0]
[-0.0510813   0.94403076  0.18953407],[-0.05378032  0.01681221 -0.01532662],[0.27360622 0.76289327 1.21663464],[-0.15209954  0.16451922  0.0758967 ],[-0.02451899  0.45313477  0.09097632],[-0.26005378  0.06108485 -0.03135461],[0.27413091 1.04855847 1.19644361],[ 0. -0.  0.],[0.07732322 0.04483468 0.00198364],[0. 0. 0.],0.12563443269320151,0,1.6823293434355864,[0.10872136 0.09329153 0.07143967],[0.10847459 0.09682889 0.07860902],[0.09139184 0.07516978 0.05604759],0,[0 0 0],0,[0 0 0]
[-0.05756962  0.94394636  0.16208279],[-0.05089009  0.01165128 -0.01311034],[0.27349108 0.76478116 1.21695881],[-0.15311723  0.16475215  0.0756344 ],[-0.02763348  0.4530943   0.07780016],[-0.24448503  0.03750669 -0.02292038],[0.27445303 1.04874525 1.19645187],[ 0. -0.  0.],[0.07730918 0.04482654 0.00198328],[0. 0. 0.],0.12397895266578932,0,1.683279157474821,[0.10711777 0.09187156 0.07036325],[0.1069202  0.09554721 0.07772018],[0.09006275 0.07434709 0.05586126],0,[0 0 0],0,[0 0 0]
[-0.06017762  0.9439988   0.13957024],[-0.04356974  0.00439548 -0.0110088 ],[0.27337073 0.76666916 1.21723795],[-0.15398848  0.16484001  0.07541418],[-0.02888532  0.45311947  0.06699421],[-0.2072702   0.00546115 -0.01854877],[0.27477509 1.04893199 1.19646014],[ 0. -0.  0.],[0.07729514 0.0448184  0.00198292],[0. 0. 0.],0.1223216795226857,0,1.6844010947773733,[0.10551798 0.09047077 0.06932649],[0.10536746 0.09428037 0.0768664 ],[0.08873962 0.07354429 0.05571267],0,[0 0 0],0,[0 0 0]
[-0.06168282  0.9441607   0.11863947],[-3.8639188e-02  2.3484230e-05 -8.6910725e-03],[0.27324736 0.76855748 1.21747523],[-0.15476121  0.16484041  0.07524038],[-0.02960772  0.45319713  0.05694692],[-0.18242912 -0.01367003 -0.01128148],[0.2750971 1.0491187 1.1964684],[ 0. -0.  0.],[0.07728111 0.04481026 0.00198256],[0. 0. 0.],0.12066016945886433,0,1.6856296380031934,[0.1039261  0.08909403 0.06833224],[0.10381904 0.09302584 0.07605455],[0.08741763 0.07275498 0.05559465],0,[0 0 0],0,[0 0 0]
[-0.06370264  0.94407237  0.09707987],[-0.03248066 -0.0020892  -0.00587678],[0.27311996 0.77044562 1.21766939],[-0.15541077  0.16479859  0.07512287],[-0.03057724  0.45315475  0.04659832],[-0.15259202 -0.02155994 -0.00262494],[0.27541904 1.04930538 1.19647665],[ 0. -0.  0.],[0.07726708 0.04480213 0.0019822 ],[0. 0. 0.],0.11899444083118871,0,1.6869478540433223,[0.10234096 0.08773896 0.06736895],[0.1022754  0.09178104 0.07528354],[0.08609773 0.07198072 0.05550642],0,[0 0 0],0,[0 0 0]
[-0.06586176  0.9422393   0.07590175],[-0.02647424 -0.00113636  0.00192356],[0.27298824 0.7723301  1.21782119],[-0.15594018  0.16477586  0.07516136],[-0.03161361  0.45227486  0.03643281],[-0.12457482 -0.0148481   0.03008156],[0.27574093 1.04949202 1.19648491],[ 0. -0.  0.],[0.07725305 0.04479399 0.00198184],[0. 0. 0.],0.11732230105707846,0,1.6882870552108675,[0.10076971 0.08641326 0.06645279],[0.10074344 0.09054958 0.07455918],[0.08478003 0.07122084 0.05544607],0,[0 0 0],0,[0 0 0]
[-0.06681734  0.94024694  0.05456603],[-0.02021563 -0.00221723  0.00784898],[0.2728546  0.7742106  1.21793033],[-0.15634443  0.16473155  0.07531837],[-0.03207229  0.45131851  0.02619167],[-0.09463698 -0.01779902  0.05359442],[0.27606276 1.04967863 1.19649317],[ 0. -0.  0.],[0.07723903 0.04478586 0.00198148],[0. 0. 0.],0.1156462435746796,0,1.6896860943047476,[0.09921167 0.08511707 0.06558583],[0.09922349 0.089331   0.07388241],[0.08346589 0.07047265 0.0554171 ],0,[0 0 0],0,[0 0 0]
[-0.06485617  0.9383544   0.03467286],[-0.01395094 -0.00319934  0.01269829],[0.27272489 0.77608731 1.21799967],[-0.15662331  0.16466764  0.07557234],[-0.03113102  0.45041013  0.01664346],[-0.0646806  -0.02027083  0.07192674],[0.27638453 1.0498652  1.19650142],[ 0. -0.  0.],[0.077225   0.04477773 0.00198112],[0. 0. 0.],0.11396741958640856,0,1.691149237229147,[0.09766538 0.08384828 0.06476648],[0.0977149  0.08812341 0.0732523 ],[0.0821513  0.06971436 0.05541928],0,[0 0 0],0,[0 0 0]
[-0.0626083   0.93651557  0.01608562],[-0.00829482 -0.00329566  0.01662445],[0.27259967 0.77796034 1.21803185],[-0.15678909  0.16460182  0.07590484],[-0.03005204  0.4495275   0.00772156],[-0.03794231 -0.01872261  0.0863201 ],[0.27670624 1.05005174 1.19650968],[ 0. -0.  0.],[0.07721098 0.0447696  0.00198076],[0. 0. 0.],0.1122863213072197,0,1.6926623632186941,[0.09613034 0.0826066  0.06399493],[0.09621878 0.08692717 0.0726704 ],[0.08083059 0.06894193 0.05541632],0,[0 0 0],0,[0 0 0]
[-0.06003296  0.9347038  -0.00147521],[-0.00299752 -0.00306714  0.01986742],[0.27247961 0.77982974 1.2180289 ],[-0.15684896  0.16454057  0.07630219],[-0.02881587  0.44865788 -0.00070768],[-0.01301562 -0.01573561  0.09771918],[0.2770279  1.05023825 1.19651793],[ 0. -0.  0.],[0.07719697 0.04476147 0.0019804 ],[0. 0. 0.],0.1106034844894142,0,1.694220199911935,[0.09460553 0.08139204 0.06327172],[0.09473588 0.08574222 0.07213385],[0.07951371 0.06815552 0.05539623],0,[0 0 0],0,[0 0 0]
[-0.05792242  0.933084   -0.01782411],[ 0.00058651 -0.00101006  0.02308857],[0.27236376 0.78169591 1.21799325],[-0.15683714  0.16452047  0.07676395],[-0.02780282  0.44788036 -0.00855508],[ 0.00315844 -0.00459598  0.11035851],[0.27734949 1.05042472 1.19652618],[ 0. -0.  0.],[0.07718295 0.04475335 0.00198004],[0. 0. 0.],0.1089173736897762,0,1.6957792733868153,[0.09309391 0.08020787 0.06259781],[0.0932699  0.08457224 0.07165072],[0.07819831 0.06735069 0.05535478],0,[0 0 0],0,[0 0 0]
[-0.06402534  0.9306717  -0.03800219],[4.6679974e-03 7.4148178e-05 2.5452733e-02],[0.27223571 0.78355726 1.21791725],[-0.15674374  0.16452205  0.07727299],[-0.03073222  0.44672244 -0.01824064],[0.02201979 0.00207942 0.11849832],[0.27767103 1.05061116 1.19653443],[ 0. -0.  0.],[0.07716894 0.04474522 0.00197968],[0. 0. 0.],0.10722960645057493,0,1.6973615439026568,[0.09160031 0.07906019 0.06198257],[0.09182555 0.0834245  0.07122939],[0.0768819  0.06652311 0.05528643],0,[0 0 0],0,[0 0 0]
[-0.07892144  0.92771506 -0.05760562],[0.00808406 0.0015204  0.02599835],[0.27207787 0.78541269 1.21780204],[-0.15658201  0.16455254  0.07779294],[-0.03788234  0.44530324 -0.02765027],[0.03761021 0.01026189 0.11842854],[0.27799251 1.05079756 1.19654267],[ 0. -0.  0.],[0.07715493 0.0447371  0.00197932],[0. 0. 0.],0.10554265782549538,0,1.6989624198723132,[0.0901263  0.07795005 0.06142933],[0.09040603 0.082315   0.07086831],[0.07556441 0.06567212 0.05518991],0,[0 0 0],0,[0 0 0]
[-0.09085864  0.92483926 -0.07913011],[0.01042271 0.00341606 0.02755296],[0.27189615 0.78726236 1.21764378],[-0.15637359  0.16462092  0.07834399],[-0.04361211  0.44392286 -0.03798248],[0.04791344 0.02020932 0.12405704],[0.27831393 1.05098393 1.19655092],[ 0. -0.  0.],[0.07714092 0.04472898 0.00197896],[0. 0. 0.],0.10385395854791253,0,1.7005588744022022,[0.0886775  0.07687326 0.06094724],[0.08901696 0.08125368 0.07057818],[0.07423982 0.06479135 0.0550575 ],0,[0 0 0],0,[0 0 0]
[-0.102485    0.9219328  -0.10051084],[0.01305628 0.00542998 0.0287478 ],[0.27169118 0.78910623 1.21744276],[-0.15611251  0.16472957  0.07891893],[-0.04919277  0.44252775 -0.04824522],[0.05957313 0.03085122 0.1277128 ],[0.27863529 1.05117027 1.19655916],[ 0. -0.  0.],[0.07712692 0.04472086 0.0019786 ],[0. 0. 0.],0.1021641401608276,0,1.7021543024509884,[0.0872541  0.07582243 0.06053609],[0.08765909 0.08024149 0.07035764],[0.07290841 0.0639022  0.05489043],0,[0 0 0],0,[0 0 0]
[-0.11385983  0.91897917 -0.12033546],[0.01569366 0.00724733 0.02973974],[0.27146346 0.79094419 1.21720209],[-0.15579857  0.16487458  0.07951366],[-0.05465278  0.44111001 -0.05776054],[0.07133729 0.04057599 0.13037615],[0.2789566  1.05135657 1.19656741],[ 0. -0.  0.],[0.07711292 0.04471274 0.00197824],[0. 0. 0.],0.10047405681801398,0,1.7037513937028228,[0.0858547  0.07479558 0.06018905],[0.08633242 0.07927813 0.07020348],[0.07157192 0.06301613 0.05469191],0,[0 0 0],0,[0 0 0]
[-0.12491953  0.9159695  -0.13889539],[0.01833153 0.00882924 0.03050697],[0.27121362 0.79277613 1.2169243 ],[-0.15543188  0.16505123  0.08012374],[-0.05996143  0.43966537 -0.06666935],[0.08315384 0.04918064 0.1319667 ],[0.27927784 1.05154284 1.19657565],[ 0. -0.  0.],[0.07709892 0.04470462 0.00197788],[0. 0. 0.],0.09878450960553146,0,1.7053533526969626,[0.08447528 0.07379121 0.05991083],[0.0850373  0.07836368 0.07011313],[0.07023183 0.06213546 0.05446457],0,[0 0 0],0,[0 0 0]
[-0.13566804  0.91290545 -0.15622109],[0.02090478 0.01025367 0.03111684],[0.27094228 0.79460194 1.21661186],[-0.15501373  0.16525634  0.08074601],[-0.06512071  0.43819462 -0.07498571],[0.09471458 0.05702256 0.13284628],[0.27959903 1.05172908 1.19658389],[ 0. -0.  0.],[0.07708493 0.04469651 0.00197752],[0. 0. 0.],0.0970961767611454,0,1.706961339925118,[0.08311492 0.07280806 0.05969741],[0.08377411 0.07749838 0.07007584],[0.06888952 0.06126233 0.05421072],0,[0 0 0],0,[0 0 0]
[-0.14611024  0.9097855  -0.17241764],[0.02339208 0.01152611 0.03160274],[0.27065006 0.79642151 1.21626702],[-0.1545459   0.16548687  0.08137803],[-0.07013287  0.43669703 -0.08276049],[0.1059035  0.06411297 0.13320041],[0.27992016 1.05191528 1.19659213],[ 0. -0.  0.],[0.07707093 0.0446884  0.00197717],[0. 0. 0.],0.09540966150907186,0,1.7085760178153997,[0.08177301 0.07184508 0.05954639],[0.08253427 0.07668138 0.07006638],[0.06754623 0.06039871 0.0539324 ],0,[0 0 0],0,[0 0 0]
[-0.15625322  0.9066088  -0.18755311],[0.02577221 0.01267219 0.03199196],[0.27033756 0.79823473 1.21589192],[-0.15403047  0.16574031  0.08201783],[-0.07500151  0.43517224 -0.09002552],[0.11664092 0.07057952 0.13315785],[0.28024123 1.05210145 1.19660036],[ 0. -0.  0.],[0.07705694 0.04468028 0.00197681],[0. 0. 0.],0.09372551372049974,0,1.7101974090970613,[0.08044933 0.07090141 0.05945745],[0.08131862 0.0758933  0.070082  ],[0.06620314 0.05952845 0.0536314 ],0,[0 0 0],0,[0 0 0]
[-0.1661011   0.9033748  -0.20169681],[0.02803135 0.01370764 0.03230834],[0.27000535 0.80004148 1.21548852],[-0.15346985  0.16601445  0.08266395],[-0.07972849  0.43361991 -0.09681449],[0.1268412  0.07648424 0.13285349],[0.28056224 1.05228758 1.1966086 ],[ 0. -0.  0.],[0.07704296 0.04467217 0.00197645],[0. 0. 0.],0.09204422780310584,0,1.7118250432634092,[0.07914922 0.06997634 0.0594289 ],[0.08013648 0.07512656 0.07012134],[0.06486137 0.05863838 0.05330933],0,[0 0 0],0,[0 0 0]
[-0.17566222  0.90008235 -0.21491486],[0.03016424 0.01464415 0.03256583],[0.26965403 0.80184164 1.2150587 ],[-0.15286645  0.16630733  0.0833152 ],[-0.08431793  0.43203954 -0.10315863],[0.136503   0.08188845 0.1323469 ],[0.2808832  1.05247368 1.19661683],[ 0. -0.  0.],[0.07702897 0.04466407 0.00197609],[0. 0. 0.],0.09036626807512348,0,1.7134582513607632,[0.07787332 0.06908137 0.05945642],[0.07898881 0.07438032 0.07018317],[0.06352198 0.05772982 0.05296766],0,[0 0 0],0,[0 0 0]
[-0.18590385  0.8969848  -0.22849089],[0.0321449  0.01559734 0.03286874],[0.26928222 0.80363561 1.21460171],[-0.15222354  0.16661923  0.08397253],[-0.08923382  0.43055272 -0.10967565],[0.14537863 0.0873088  0.13219392],[0.28120409 1.05265975 1.19662506],[ 0. -0.  0.],[0.07701499 0.04465596 0.00197573],[0. 0. 0.],0.08869103612577735,0,1.7150947510537762,[0.07661556 0.06823207 0.05952354],[0.07787772 0.07365558 0.07026879],[0.06218374 0.0568014  0.05260513],0,[0 0 0],0,[0 0 0]
[-0.19254404  0.8947052  -0.24435604],[0.0322113  0.02254355 0.03353739],[0.26889713 0.80542502 1.214113  ],[-0.15157915  0.16707009  0.08464318],[-0.0924212   0.42945849 -0.11729045],[0.14285371 0.120664   0.13527258],[0.28152493 1.05284578 1.19663329],[ 0. -0.  0.],[0.07700101 0.04464785 0.00197537],[0. 0. 0.],0.08701347770573246,0,1.7166356728668593,[0.07538547 0.0674331  0.0596157 ],[0.07681198 0.07296135 0.07038897],[0.06083493 0.0558398  0.05220798],0,[0 0 0],0,[0 0 0]
[-0.19777322  0.8928499  -0.26189452],[0.03254402 0.03086877 0.03390622],[0.26850159 0.80721072 1.21358922],[-0.15092799  0.16768746  0.08532118],[-0.0949312   0.428568   -0.12570891],[0.14096092 0.16071188 0.13668333],[0.28184571 1.05303178 1.19664152],[ 0. -0.  0.],[0.07698704 0.04463975 0.00197501],[0. 0. 0.],0.08533246643797548,0,1.7180684992802453,[0.07418736 0.06668577 0.05973328],[0.07579473 0.07229929 0.07054612],[0.05946778 0.05484168 0.05177306],0,[0 0 0],0,[0 0 0]
[-0.2025699   0.8911021  -0.27927792],[0.03454411 0.03546    0.03324676],[0.26809645 0.80899293 1.21303066],[-0.15023685  0.1683966   0.08598602],[-0.09723352  0.42772898 -0.13405342],[0.14837759 0.18356162 0.13181867],[0.28216643 1.05321774 1.19664975],[ 0. -0.  0.],[0.07697306 0.04463165 0.00197466],[0. 0. 0.],0.08365072394173373,0,1.7194651679156405,[0.07301941 0.06598918 0.05987525],[0.07482328 0.07166398 0.07073454],[0.05807857 0.05381375 0.05130777],0,[0 0 0],0,[0 0 0]
[-0.2052381  0.8894303 -0.2949971],[0.03694093 0.03791785 0.03238201],[0.26768597 0.81077179 1.21244067],[-0.14949762  0.16915491  0.08663355],[-0.09851435  0.42692658 -0.1415981 ],[0.15855413 0.19639386 0.12560653],[0.28248709 1.05340367 1.19665798],[ 0. -0.  0.],[0.07695909 0.04462355 0.0019743 ],[0. 0. 0.],0.08196960309839672,0,1.7208577573816841,[0.07188175 0.06534286 0.06003994],[0.07389636 0.07105152 0.07094972],[0.05668141 0.05276109 0.05081803],0,[0 0 0],0,[0 0 0]
[-0.20780718  0.88781834 -0.30946523],[0.03902888 0.04043722 0.03165042],[0.26727036 0.81254742 1.21182174],[-0.1487166   0.1699636   0.08726647],[-0.0997475   0.42615285 -0.14854283],[0.16720504 0.20939542 0.12026983],[0.2828077  1.05358957 1.1966662 ],[ 0. -0.  0.],[0.07694512 0.04461545 0.00197394],[0. 0. 0.],0.08028912074353989,0,1.7222401753538712,[0.0707758  0.06472528 0.06022596],[0.07301524 0.070461   0.07119247],[0.05528072 0.051685   0.05030521],0,[0 0 0],0,[0 0 0]
[-0.21032012  0.8862512  -0.32312453],[0.04104638 0.04291701 0.03100693],[0.26684972 0.81431993 1.21117549],[-0.14789519  0.17082186  0.08788654],[-0.10095371  0.42540062 -0.15509932],[0.17552264 0.2221873  0.11538842],[0.28312824 1.05377544 1.19667443],[ 0. -0.  0.],[0.07693116 0.04460735 0.00197358],[0. 0. 0.],0.0786094102504436,0,1.7236106840304855,[0.06970287 0.06412473 0.06043215],[0.07218113 0.06989152 0.07148513],[0.05387767 0.05058664 0.04977069],0,[0 0 0],0,[0 0 0]
[-0.21275526  0.88473415 -0.33594745],[0.04292166 0.04537189 0.03047705],[0.26642421 0.81608939 1.2105036 ],[-0.14703624  0.17172922  0.08849604],[-0.10212258  0.4246724  -0.16125435],[0.18316334 0.2348092  0.11114257],[0.28344873 1.05396127 1.19668265],[ 0. -0.  0.],[0.0769172  0.04459925 0.00197322],[0. 0. 0.],0.07693052653267313,0,1.724966406483595,[0.06865217 0.06354058 0.06065749],[0.07139529 0.0693423  0.07180655],[0.05247338 0.04946706 0.04921565],0,[0 0 0],0,[0 0 0]
[-0.14389169  0.8750497  -0.28077054],[0.04356098 0.04251623 0.02640331],[0.26613642 0.81783949 1.20994206],[-0.14616482  0.17257942  0.08902414],[-0.06906796  0.42002384 -0.13477027],[0.18715062 0.22150978 0.09091828],[0.28376916 1.05414706 1.19669087],[ 0. -0.  0.],[0.07690324 0.04459116 0.00197286],[0. 0. 0.],0.07529327870831129,0,1.726347224232184,[0.06756469 0.06288166 0.06078057],[0.0705774  0.0687209  0.07202242],[0.05118988 0.04845883 0.04877429],0,[0 0 0],0,[0 0 0]
[-0.07331628  0.8649529  -0.23092574],[0.0448972  0.03630745 0.02124333],[0.26598979 0.8195694  1.20948021],[-0.14526668  0.17330546  0.08944908],[-0.03519185  0.41517738 -0.11084433],[0.19596357 0.19248097 0.06489306],[0.28408953 1.05433283 1.19669909],[ 0. -0.  0.],[0.07688928 0.04458307 0.00197251],[0. 0. 0.],0.07369883898967645,0,1.7278132532920634,[0.06645421 0.06215694 0.06081406],[0.06972553 0.06805559 0.07214093],[0.05002582 0.04755579 0.04843985],0,[0 0 0],0,[0 0 0]
[-0.01185483  0.8555757  -0.18970257],[0.04393876 0.03129017 0.01837718],[0.26596608 0.82128055 1.2091008 ],[-0.14438786  0.17393115  0.08981674],[-0.00569026  0.4106763  -0.09105768],[0.19347003 0.16815755 0.0518022 ],[0.28440985 1.05451855 1.1967073 ],[ 0. -0.  0.],[0.07687533 0.04457498 0.00197215],[0. 0. 0.],0.0721388883207164,0,1.7293160342064682,[0.06533352 0.06138626 0.06078221],[0.06883513 0.06736876 0.07220108],[0.04896325 0.04673475 0.04818682],0,[0 0 0],0,[0 0 0]
[ 0.04423285  0.8462143  -0.15637994],[0.04272044 0.02557909 0.01704407],[0.26605455 0.82297298 1.20878804],[-0.14353338  0.17444264  0.09015769],[ 0.02123173  0.40618286 -0.07506234],[0.19012335 0.14041282 0.04628726],[0.2847301  1.05470425 1.19671552],[ 0. -0.  0.],[0.07686137 0.04456689 0.00197179],[0. 0. 0.],0.07060929378351545,0,1.7308566648813306,[0.06421237 0.0605846  0.06072494],[0.06791426 0.06667091 0.07223523],[0.04799127 0.04600124 0.04799882],0,[0 0 0],0,[0 0 0]
[ 0.09621811  0.83639205 -0.12610114],[0.04097307 0.02018476 0.01630378],[0.26624698 0.82464576 1.20853584],[-0.14271399  0.17484624  0.09048384],[ 0.04618475  0.40146814 -0.06052901],[0.1841346  0.11393504 0.04410707],[0.2850503  1.05488991 1.19672373],[ 0. -0.  0.],[0.07684743 0.0445588  0.00197143],[0. 0. 0.],0.06910888170806467,0,1.7324229448926851,[0.06309498 0.05975876 0.06063025],[0.06696897 0.06596665 0.07224941],[0.04710631 0.04536523 0.04786789],0,[0 0 0],0,[0 0 0]
[ 0.14132237  0.8261039  -0.09841812],[0.03783143 0.01503241 0.01592982],[0.26652963 0.82629797 1.208339  ],[-0.14195739  0.17514682  0.09080246],[ 0.0678347   0.39652986 -0.04724067],[0.17154778 0.08802933 0.04485428],[0.28537044 1.05507554 1.19673195],[ 0. -0.  0.],[0.07683348 0.04455071 0.00197107],[0. 0. 0.],0.06763629819875448,0,1.7339960295056214,[0.06198715 0.05891692 0.06050159],[0.06600648 0.06526216 0.07225072],[0.04630325 0.04482001 0.04778399],0,[0 0 0],0,[0 0 0]
[ 0.17923069  0.81491446 -0.07099283],[0.03196657 0.01070774 0.01581025],[0.26688809 0.8279278  1.20819701],[-0.14131812  0.17536093  0.09111867],[ 0.08603069  0.39115891 -0.03407653],[0.14578255 0.06489632 0.04913826],[0.28569052 1.05526113 1.19674016],[ 0. -0.  0.],[0.07681954 0.04454263 0.00197072],[0. 0. 0.],0.06619084569523521,0,1.7355345977109624,[0.06089511 0.0580668  0.06034469],[0.06503429 0.06456366 0.07224488],[0.04556873 0.04435959 0.04773704],0,[0 0 0],0,[0 0 0]
[ 0.21307302  0.8031635  -0.04800451],[0.02771664 0.0064081  0.01531243],[0.26731423 0.82953413 1.20810101],[-0.14076386  0.17548905  0.09142491],[ 0.10227501  0.3855185  -0.02304214],[0.12763304 0.04256074 0.05028156],[0.28601055 1.05544669 1.19674837],[ 0. -0.  0.],[0.0768056  0.04453454 0.00197036],[0. 0. 0.],0.06477373310302786,0,1.7370585377375898,[0.05981969 0.05721102 0.06017168],[0.06405547 0.06387324 0.07223457],[0.04487785 0.04398032 0.04772365],0,[0 0 0],0,[0 0 0]
[ 0.23908055  0.7872312  -0.02260107],[0.02448046 0.00327468 0.01541734],[0.2677924  0.83110859 1.2080558 ],[-0.14027434  0.17555452  0.09173324],[ 0.11475862  0.37787098 -0.01084849],[0.11375725 0.02622579 0.05348429],[0.28633051 1.05563222 1.19675658],[ 0. -0.  0.],[0.07679166 0.04452646 0.00197   ],[0. 0. 0.],0.06339381100048273,0,1.7385505651987474,[0.05876008 0.05634736 0.05999363],[0.06307009 0.06318649 0.07221063],[0.04423965 0.04369052 0.04775154],0,[0 0 0],0,[0 0 0]
[ 2.5784397e-01  7.6961994e-01 -4.5067072e-04],[0.02207232 0.00230479 0.01664889],[0.26830808 0.83264783 1.2080549 ],[-0.13983312  0.17560058  0.09206623],[ 1.23765147e-01  3.69417595e-01 -2.16748587e-04],[0.10281198 0.0205749  0.06142053],[0.28665042 1.05581771 1.19676478],[ 0. -0.  0.],[0.07677772 0.04451838 0.00196964],[0. 0. 0.],0.06205246516836599,0,1.7399810466372565,[0.05771895 0.05547955 0.05981408],[0.06208351 0.06249485 0.07216545],[0.04365081 0.04347762 0.04781604],0,[0 0 0],0,[0 0 0]
[0.2622187  0.7469635  0.02323842],[0.02135158 0.00921011 0.019876  ],[0.26883252 0.83414176 1.20810138],[-0.13940613  0.17578477  0.09246372],[0.12586497 0.35854251 0.01115451],[0.09639707 0.0533141  0.07748622],[0.28697027 1.05600317 1.19677299],[ 0. -0.  0.],[0.07676379 0.0445103  0.00196929],[0. 0. 0.],0.060757845387668305,0,1.7412384492231605,[0.05669178 0.05460117 0.059613  ],[0.06109835 0.0617872  0.07207518],[0.04311861 0.04331669 0.04792223],0,[0 0 0],0,[0 0 0]
[0.264781   0.722147   0.04160976],[0.01880956 0.01262927 0.02269256],[0.26936208 0.83558605 1.2081846 ],[-0.13903013  0.17603734  0.09291755],[0.12709489 0.3466308  0.01997259],[0.08285401 0.06858128 0.09312493],[0.28729006 1.0561886  1.19678119],[ 0. -0.  0.],[0.07674986 0.04450223 0.00196893],[0. 0. 0.],0.05951246687381586,0,2.7423506038124774,[0.05569308 0.05373571 0.0594072 ],[0.06012828 0.0610786  0.07195452],[0.0426335  0.04319249 0.04805492],0,[0 0 0],0,[0 0 0]
[0.26809943 0.6977012  0.0578891 ],[0.01683199 0.01525307 0.02396977],[0.26989828 0.83698146 1.20830037],[-0.13869367  0.17634241  0.09339689],[0.12868773 0.33489686 0.02778675],[0.07234663 0.08029426 0.10088811],[0.28760979 1.05637399 1.19678939],[ 0. -0.  0.],[0.07673594 0.04449415 0.00196857],[0. 0. 0.],0.05831702061443255,0,2.743344935763885,[0.05472085 0.0528915  0.05919695],[0.0591781  0.06037069 0.07180627],[0.04219345 0.04310288 0.04821223],0,[0 0 0],0,[0 0 0]
[0.27092814 0.6728909  0.06991816],[0.01511645 0.01743734 0.02458596],[0.27044014 0.83832724 1.20844021],[-0.13839111  0.17669116  0.09388856],[0.13004562 0.32298781 0.03356087],[0.06334587 0.09001847 0.10524903],[0.28792947 1.05655935 1.1967976 ],[ 0. -0.  0.],[0.07672201 0.04448608 0.00196821],[0. 0. 0.],0.057171901236346835,0,2.7442349139327935,[0.05377882 0.0520729  0.05898752],[0.05825858 0.05967041 0.07163819],[0.04179234 0.04304075 0.04838679],0,[0 0 0],0,[0 0 0]
